name,value,lineIndex,clusterIndex
fractalDimension,1.1778622483499857,,
linesInImage,258,,
clustersInImage,41,,
linesInCluster,2,,0
linesInCluster,2,,1
linesInCluster,2,,2
linesInCluster,7,,3
linesInCluster,1,,4
linesInCluster,7,,5
linesInCluster,2,,6
linesInCluster,2,,7
linesInCluster,25,,8
linesInCluster,2,,9
linesInCluster,1,,10
linesInCluster,17,,11
linesInCluster,4,,12
linesInCluster,5,,13
linesInCluster,4,,14
linesInCluster,2,,15
linesInCluster,3,,16
linesInCluster,1,,17
linesInCluster,6,,18
linesInCluster,7,,19
linesInCluster,3,,20
linesInCluster,3,,21
linesInCluster,6,,22
linesInCluster,5,,23
linesInCluster,7,,24
linesInCluster,6,,25
linesInCluster,1,,26
linesInCluster,7,,27
linesInCluster,24,,28
linesInCluster,6,,29
linesInCluster,2,,30
linesInCluster,43,,31
linesInCluster,4,,32
linesInCluster,3,,33
linesInCluster,10,,34
linesInCluster,1,,35
linesInCluster,3,,36
linesInCluster,13,,37
linesInCluster,2,,38
linesInCluster,4,,39
linesInCluster,3,,40
averageLineLength,0.03788329957684577,,0
averageLineLength,0.01805481775313585,,1
averageLineLength,0.017512319022334816,,2
averageLineLength,0.048053577130136735,,3
averageLineLength,0.052659118939357916,,4
averageLineLength,0.017472225000298373,,5
averageLineLength,0.016723222939853483,,6
averageLineLength,0.04952467540981127,,7
averageLineLength,0.01866237784273541,,8
averageLineLength,0.013065475143162843,,9
averageLineLength,0.025350271096081463,,10
averageLineLength,0.021295908184502173,,11
averageLineLength,0.016095220429113048,,12
averageLineLength,0.01711160541041924,,13
averageLineLength,0.049823110413957046,,14
averageLineLength,0.0627361980972138,,15
averageLineLength,0.03503705199996631,,16
averageLineLength,0.020435557049448844,,17
averageLineLength,0.020635822685210702,,18
averageLineLength,0.019908034567924723,,19
averageLineLength,0.025520403916753812,,20
averageLineLength,0.03094748377672811,,21
averageLineLength,0.01615533077812546,,22
averageLineLength,0.032604372994418665,,23
averageLineLength,0.01949509247868279,,24
averageLineLength,0.021306359032184013,,25
averageLineLength,0.01891276261322979,,26
averageLineLength,0.014867754529716925,,27
averageLineLength,0.02114173285715353,,28
averageLineLength,0.014345632937691095,,29
averageLineLength,0.013577419700708585,,30
averageLineLength,0.02057047724567949,,31
averageLineLength,0.02178160049482788,,32
averageLineLength,0.03023238053549766,,33
averageLineLength,0.015517778785701647,,34
averageLineLength,0.015998249643614085,,35
averageLineLength,0.012745176295757365,,36
averageLineLength,0.019389946379225916,,37
averageLineLength,0.01966761539642057,,38
averageLineLength,0.013340661498888129,,39
averageLineLength,0.038171231367855545,,40
sinuosity,1.0101174561156194,0,
sinuosity,1.0443544052089426,1,
sinuosity,1.0352781819231534,2,
sinuosity,1.0514859147213076,3,
sinuosity,1.0,4,
sinuosity,1.0,5,
sinuosity,1.0794998241666423,6,
sinuosity,1.0153961039296648,7,
sinuosity,1.0,8,
sinuosity,1.0906184006598456,9,
sinuosity,1.0,10,
sinuosity,1.024475374741487,11,
sinuosity,1.0084053871797778,12,
sinuosity,1.013007477422434,13,
sinuosity,1.0,14,
sinuosity,1.0452524844820161,15,
sinuosity,1.0609407297544269,16,
sinuosity,1.023303332189451,17,
sinuosity,1.0,18,
sinuosity,1.0196644179200676,19,
sinuosity,1.0,20,
sinuosity,1.2226711825214291,21,
sinuosity,1.0369958940805502,22,
sinuosity,1.058541396348477,23,
sinuosity,1.0,24,
sinuosity,1.0198591560570167,25,
sinuosity,1.032149752260961,26,
sinuosity,1.0,27,
sinuosity,1.0550963317426014,28,
sinuosity,1.0,29,
sinuosity,1.068963972628023,30,
sinuosity,1.0211334391553089,31,
sinuosity,1.0084718509505535,32,
sinuosity,1.1234762628068398,33,
sinuosity,1.0814418197533138,34,
sinuosity,1.0,35,
sinuosity,1.0,36,
sinuosity,1.0,37,
sinuosity,1.0265528637692767,38,
sinuosity,1.0,39,
sinuosity,1.0,40,
sinuosity,1.0,41,
sinuosity,1.0,42,
sinuosity,1.0,43,
sinuosity,1.0,44,
sinuosity,1.0367860585557993,45,
sinuosity,1.0,46,
sinuosity,1.0,47,
sinuosity,1.0642902393047287,48,
sinuosity,1.0264247447079264,49,
sinuosity,1.0,50,
sinuosity,1.1499164907251722,51,
sinuosity,1.03206664758033,52,
sinuosity,1.023291035609798,53,
sinuosity,1.0128990204491952,54,
sinuosity,1.0437171652095674,55,
sinuosity,1.0,56,
sinuosity,1.036854839038294,57,
sinuosity,1.0205380933159278,58,
sinuosity,1.0397137159340217,59,
sinuosity,1.0856713555347526,60,
sinuosity,1.0969955447545128,61,
sinuosity,1.0,62,
sinuosity,1.1042125064143322,63,
sinuosity,1.0,64,
sinuosity,1.0151642811627135,65,
sinuosity,1.0555186146876119,66,
sinuosity,1.0350404676884084,67,
sinuosity,1.0,68,
sinuosity,1.018888791816499,69,
sinuosity,1.0,70,
sinuosity,1.0,71,
sinuosity,1.000483855693502,72,
sinuosity,1.0,73,
sinuosity,1.1188160399265437,74,
sinuosity,1.0857285095909668,75,
sinuosity,1.1307331309659656,76,
sinuosity,1.0,77,
sinuosity,1.1980420545701844,78,
sinuosity,1.0269396963543667,79,
sinuosity,1.0202048077455423,80,
sinuosity,1.0496140528772069,81,
sinuosity,1.0,82,
sinuosity,1.0308833133672914,83,
sinuosity,1.0676416110347586,84,
sinuosity,1.0,85,
sinuosity,1.0866593848804278,86,
sinuosity,1.0416864996931516,87,
sinuosity,1.0,88,
sinuosity,1.0,89,
sinuosity,1.111962292705455,90,
sinuosity,1.0342685620318604,91,
sinuosity,1.033111941812129,92,
sinuosity,1.0212926231245811,93,
sinuosity,1.0,94,
sinuosity,0,95,
sinuosity,1.0,96,
sinuosity,1.0,97,
sinuosity,1.0,98,
sinuosity,1.0188435100314532,99,
sinuosity,1.1006277864049,100,
sinuosity,1.0155932712728093,101,
sinuosity,1.0165727636403303,102,
sinuosity,1.0804799122618365,103,
sinuosity,1.0,104,
sinuosity,1.0318748771881474,105,
sinuosity,1.0,106,
sinuosity,1.0476289638997542,107,
sinuosity,1.0,108,
sinuosity,1.0435600918010597,109,
sinuosity,1.0,110,
sinuosity,1.0,111,
sinuosity,1.2675471694067493,112,
sinuosity,1.162204950630285,113,
sinuosity,1.0,114,
sinuosity,1.4501404420159767,115,
sinuosity,1.0,116,
sinuosity,1.0136585691575677,117,
sinuosity,1.2628597205520784,118,
sinuosity,1.012383101964659,119,
sinuosity,1.0437539036542431,120,
sinuosity,1.2909653418299847,121,
sinuosity,1.0,122,
sinuosity,1.0060056205592323,123,
sinuosity,1.1270280429832618,124,
sinuosity,1.0192378219012113,125,
sinuosity,1.0,126,
sinuosity,1.0210664045186701,127,
sinuosity,1.0009084879671892,128,
sinuosity,1.0586005812519745,129,
sinuosity,1.0,130,
sinuosity,1.1556449790943217,131,
sinuosity,1.0206481438175319,132,
sinuosity,1.0045713284416393,133,
sinuosity,1.0,134,
sinuosity,1.0,135,
sinuosity,1.0,136,
sinuosity,1.0,137,
sinuosity,1.0,138,
sinuosity,1.0,139,
sinuosity,1.034859566787328,140,
sinuosity,1.000059279830573,141,
sinuosity,1.0,142,
sinuosity,1.0,143,
sinuosity,1.0228623121780331,144,
sinuosity,1.0215481856257391,145,
sinuosity,1.0,146,
sinuosity,1.0684371780774398,147,
sinuosity,1.1346721209301533,148,
sinuosity,1.0004348532377454,149,
sinuosity,1.0,150,
sinuosity,1.0,151,
sinuosity,1.0,152,
sinuosity,1.0,153,
sinuosity,1.053625629698265,154,
sinuosity,1.0,155,
sinuosity,1.0,156,
sinuosity,1.0,157,
sinuosity,1.0,158,
sinuosity,1.0,159,
sinuosity,1.054923359727814,160,
sinuosity,1.0,161,
sinuosity,1.0,162,
sinuosity,1.0,163,
sinuosity,1.1522748680269916,164,
sinuosity,1.0,165,
sinuosity,1.0,166,
sinuosity,1.0,167,
sinuosity,1.1386127773410057,168,
sinuosity,1.0,169,
sinuosity,1.1105915191674602,170,
sinuosity,1.0,171,
sinuosity,0,172,
sinuosity,1.6746061871955484,173,
sinuosity,1.0030521757526265,174,
sinuosity,1.0,175,
sinuosity,1.1878724669564364,176,
sinuosity,1.0,177,
sinuosity,1.0,178,
sinuosity,1.0142790370340466,179,
sinuosity,1.2661832814108378,180,
sinuosity,1.0662432553229122,181,
sinuosity,1.0069244179819485,182,
sinuosity,1.0,183,
sinuosity,1.1264295885615172,184,
sinuosity,1.101832015634462,185,
sinuosity,1.0583243769219366,186,
sinuosity,1.0859874628712223,187,
sinuosity,1.0,188,
sinuosity,1.0305786318791947,189,
sinuosity,1.0237055566839068,190,
sinuosity,1.1015995429943815,191,
sinuosity,1.051719658578245,192,
sinuosity,1.221600991994574,193,
sinuosity,1.3480273715568654,194,
sinuosity,1.1074306729895869,195,
sinuosity,1.0,196,
sinuosity,1.0,197,
sinuosity,1.0,198,
sinuosity,1.101288281010261,199,
sinuosity,1.0990787628193337,200,
sinuosity,1.021230844986703,201,
sinuosity,1.0,202,
sinuosity,1.0012122119115143,203,
sinuosity,1.0,204,
sinuosity,1.000900484831994,205,
sinuosity,1.0240060589388118,206,
sinuosity,1.3301172026680035,207,
sinuosity,1.0,208,
sinuosity,1.1255841125231072,209,
sinuosity,1.0,210,
sinuosity,1.1002960937015198,211,
sinuosity,1.0,212,
sinuosity,1.0,213,
sinuosity,1.0,214,
sinuosity,1.0627559680334453,215,
sinuosity,1.027510835439103,216,
sinuosity,1.0334778450339075,217,
sinuosity,1.0,218,
sinuosity,1.0186765801103657,219,
sinuosity,1.036294112220542,220,
sinuosity,1.0,221,
sinuosity,1.18198419533752,222,
sinuosity,1.0,223,
sinuosity,1.0621012787132431,224,
sinuosity,1.0,225,
sinuosity,1.0,226,
sinuosity,1.0,227,
sinuosity,1.0107412739484671,228,
sinuosity,1.0378641572380443,229,
sinuosity,1.0,230,
sinuosity,1.0,231,
sinuosity,1.0005430459068827,232,
sinuosity,1.0,233,
sinuosity,1.0,234,
sinuosity,1.0,235,
sinuosity,1.0,236,
sinuosity,1.0,237,
sinuosity,1.0,238,
sinuosity,1.0,239,
sinuosity,1.0,240,
sinuosity,1.0,241,
sinuosity,1.0,242,
sinuosity,1.0,243,
sinuosity,1.403611030448604,244,
sinuosity,1.0,245,
sinuosity,1.0,246,
sinuosity,1.0,247,
sinuosity,1.0091844039351148,248,
sinuosity,1.0016921165416721,249,
sinuosity,1.0211645605982111,250,
sinuosity,1.0,251,
sinuosity,1.0245479873537842,252,
sinuosity,1.0,253,
sinuosity,1.0,254,
sinuosity,1.0143498264486805,255,
sinuosity,1.1043441387191382,256,
sinuosity,1.0237292171539059,257,
centerLineWidth,0.0025100401606425703,0,
centerLineWidth,0.002008032128514056,1,
centerLineWidth,0.0030120481927710845,2,
centerLineWidth,0.004518072289156626,3,
centerLineWidth,0.0,4,
centerLineWidth,0.001004016064257028,5,
centerLineWidth,0.0025100401606425703,6,
centerLineWidth,0.0015060240963855422,7,
centerLineWidth,0.0030120481927710845,8,
centerLineWidth,0.0,9,
centerLineWidth,0.0050200803212851405,10,
centerLineWidth,0.0015060240963855422,11,
centerLineWidth,0.002008032128514056,12,
centerLineWidth,0.0025100401606425703,13,
centerLineWidth,0.006024096385542169,14,
centerLineWidth,0.0025100401606425703,15,
centerLineWidth,0.002008032128514056,16,
centerLineWidth,0.0025100401606425703,17,
centerLineWidth,0.0035140562248995983,18,
centerLineWidth,0.0030120481927710845,19,
centerLineWidth,0.0035140562248995983,20,
centerLineWidth,0.0030120481927710845,21,
centerLineWidth,0.0015060240963855422,22,
centerLineWidth,0.0030120481927710845,23,
centerLineWidth,0.0035140562248995983,24,
centerLineWidth,0.0025100401606425703,25,
centerLineWidth,0.0015060240963855422,26,
centerLineWidth,0.002008032128514056,27,
centerLineWidth,0.0015060240963855422,28,
centerLineWidth,0.00853413654618474,29,
